time,ensemble_survival,MTE,RPD,surface,config,seed,sim_mode,W2,MMD,drift_coeff_error,cov_coeff_error
0.1,1.0,0.34134880065917966,0.434246850885609,paraboloid,T+F,42,learned_latent,,,,
0.2,0.9799999594688416,0.5597752940898039,0.492525441536427,paraboloid,T+F,42,learned_latent,,,,
0.5,0.9149999618530273,0.5941391825024548,0.4003534435137959,paraboloid,T+F,42,learned_latent,,,,
1.0,0.8050000071525574,0.8426454911320846,0.4401744990525129,paraboloid,T+F,42,learned_latent,1.5274047174067362,0.20510894060134888,,
2.0,0.5249999761581421,,,paraboloid,T+F,42,learned_latent,2.6434714065160105,0.25563982129096985,,
3.0,0.32999998331069946,,,paraboloid,T+F,42,learned_latent,2.534198207696231,0.26196733117103577,,
4.0,0.22499999403953552,,,paraboloid,T+F,42,learned_latent,1.7466551178771712,0.1403275728225708,,
5.0,0.1599999964237213,,,paraboloid,T+F,42,learned_latent,1.391674199707805,0.17910340428352356,,
0.1,0.9749999642372131,1.102981958633814,1.4031584150740866,paraboloid,T+F,42,end_to_end,,,0.15962018072605133,0.08203285187482834
0.2,0.8899999856948853,1.326954873760095,1.1675381925533053,paraboloid,T+F,42,end_to_end,,,0.1561787873506546,0.0780743807554245
0.5,0.6699999570846558,1.5556858119679922,1.0482799151937232,paraboloid,T+F,42,end_to_end,,,0.15907318890094757,0.08445698022842407
1.0,0.4399999976158142,1.9807926524769177,1.0347108276335109,paraboloid,T+F,42,end_to_end,1.3162224509472116,0.18181872367858887,0.13700436055660248,0.07803183794021606
2.0,0.11999999731779099,,,paraboloid,T+F,42,end_to_end,2.5439878617607046,0.29866012930870056,,
3.0,0.054999999701976776,,,paraboloid,T+F,42,end_to_end,2.198765691298805,0.2167176902294159,,
4.0,0.02499999850988388,,,paraboloid,T+F,42,end_to_end,2.0026412315146462,0.26193636655807495,,
5.0,0.004999999888241291,,,paraboloid,T+F,42,end_to_end,2.0305941797640337,0.4099693298339844,,
0.1,1.0,0.33153114318847654,0.42175731867839583,paraboloid,T+F+K,42,learned_latent,,,,
0.2,0.9799999594688416,0.5489154737822863,0.48297028994535257,paraboloid,T+F+K,42,learned_latent,,,,
0.5,0.9149999618530273,0.5799021903282958,0.39076001993550846,paraboloid,T+F+K,42,learned_latent,,,,
1.0,0.8050000071525574,0.8232042774650621,0.4300189513436447,paraboloid,T+F+K,42,learned_latent,1.5075238414663275,0.20112505555152893,,
2.0,0.5249999761581421,,,paraboloid,T+F+K,42,learned_latent,2.64505137966416,0.2535207271575928,,
3.0,0.32999998331069946,,,paraboloid,T+F+K,42,learned_latent,2.537337799521662,0.26317477226257324,,
4.0,0.22499999403953552,,,paraboloid,T+F+K,42,learned_latent,1.7354462779681712,0.1351776421070099,,
5.0,0.1599999964237213,,,paraboloid,T+F+K,42,learned_latent,1.384587586828523,0.17789527773857117,,
0.1,0.9699999690055847,1.071303298792888,1.3628584103585768,paraboloid,T+F+K,42,end_to_end,,,0.03533782809972763,0.04759393632411957
0.2,0.8650000095367432,1.2188154452108924,1.0723903352683637,paraboloid,T+F+K,42,end_to_end,,,0.05347999557852745,0.043710604310035706
0.5,0.6649999618530273,1.6462978276991307,1.1093377171196848,paraboloid,T+F+K,42,end_to_end,,,0.06347319483757019,0.04963560402393341
1.0,0.38999998569488525,1.9313350579677484,1.0088755598767603,paraboloid,T+F+K,42,end_to_end,1.2922622143059688,0.18169967830181122,0.04562996327877045,0.046660907566547394
2.0,0.08500000089406967,,,paraboloid,T+F+K,42,end_to_end,2.3277444001707255,0.25448471307754517,,
3.0,0.02499999850988388,,,paraboloid,T+F+K,42,end_to_end,2.1996789383533693,0.2214827835559845,,
4.0,0.004999999888241291,,,paraboloid,T+F+K,42,end_to_end,2.6411890411904846,0.5800276398658752,,
