surface,config,seed,ae_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0,E_mu_held,drift_loss_final,diff_loss_final
sinusoidal,T+F+K+S,1042,0.015796473249793053,0.7355839714932082,1.3788178362165178,1.639825291103787,0.6720799362194831,0.6716587311852341,0.7558332737884343,0.17031323909759521,0.7199999690055847,0.26499998569488525,0.09462015330791473,0.13288547098636627,0.00490556051954627
sinusoidal,baseline,2042,0.002042768755927682,0.6770027198983197,1.5037104009271978,1.7655274215017913,0.7126924779432329,0.4543899584057298,0.9328304519891766,0.1696234494447708,0.7849999666213989,0.23499999940395355,0.04589966684579849,0.004101276397705078,0.2076600342988968
sinusoidal,T+F,2042,0.012649057433009148,0.6702164693094378,1.6471017690805287,2.1299403488256368,0.9453757288219353,0.6538170198867936,1.3687464694084428,0.17604824900627136,0.7849999666213989,0.23499999940395355,0.02312188409268856,0.01155550591647625,0.03470224514603615
sinusoidal,T+F+K,2042,0.01283281110227108,0.6752004958876413,1.6021106426532452,2.031427662843352,0.8464636177048234,0.6059012734680946,1.1753641166402473,0.14280451834201813,0.7849999666213989,0.23499999940395355,0.019786931574344635,0.006230288650840521,0.031767167150974274
sinusoidal,T+F+K+S,2042,0.01283281110227108,0.6754532243738223,1.611517602270776,2.0434290406050954,0.7769419297583697,0.573662563974539,1.1098778647092327,0.15798597037792206,0.7849999666213989,0.23499999940395355,0.08827158063650131,0.18501469492912292,0.031767167150974274
sinusoidal,baseline,3042,0.0015617033932358027,0.8367403411865234,1.4766752823539402,1.8894880666028733,0.7127166565763097,0.5215693443088742,0.7149204219980795,0.09903927892446518,0.7450000047683716,0.23999999463558197,0.04064450412988663,0.005360775627195835,0.15671056509017944
sinusoidal,T+F,3042,0.003092713886871934,0.822625732421875,1.5136471623959749,2.0174470427852347,0.7057373977151908,0.5266121611150433,0.6812449785362453,0.11720936745405197,0.7450000047683716,0.23999999463558197,0.011201197281479836,0.0051466189324855804,0.007946609519422054
sinusoidal,T+F+K,3042,0.01067835558205843,0.8448640441894532,1.5648583121921704,2.0856224930526426,0.8533656029156182,0.5798570566084146,0.7521240495275671,0.1359541118144989,0.7450000047683716,0.23999999463558197,0.00852650310844183,0.006057221442461014,0.017718305811285973
sinusoidal,T+F+K+S,3042,0.01067835558205843,0.8426007080078125,1.5502188309379246,1.9926417818005453,0.814500699561584,0.5315385347367859,0.7242236717451931,0.15455971658229828,0.7450000047683716,0.23999999463558197,0.07573570311069489,0.2285466492176056,0.017718305811285973
sinusoidal,baseline,4042,0.001848891843110323,1.1113240814208984,2.078681861961281,2.277552554481908,0.744943458943746,0.7352168554743177,1.034433078311859,0.15569168329238892,0.7599999904632568,0.29999998211860657,0.03954628109931946,0.0067074112594127655,0.0647909939289093
sinusoidal,T+F,4042,0.003672531805932522,0.9332258605957031,1.7354119269402473,1.9707003141704358,0.7753585469467433,0.5996572895805018,0.7044730660043571,0.18034376204013824,0.7599999904632568,0.29999998211860657,0.02480456233024597,0.006193180568516254,0.012755084782838821
sinusoidal,T+F+K,4042,0.008599063381552696,0.9258485412597657,1.7271411602313702,1.9686520225123356,0.7762393044496986,0.5913493174653534,0.7053410812901678,0.17968584597110748,0.7599999904632568,0.29999998211860657,0.018362384289503098,0.005542006343603134,0.012452937662601471
sinusoidal,T+F+K+S,4042,0.008599063381552696,0.9326062774658204,1.7930552723643545,2.113481220446135,0.7134209377460484,0.5581627516145442,0.7096745448159729,0.1778339445590973,0.7599999904632568,0.29999998211860657,0.09083165228366852,0.1829891949892044,0.012452937662601471
