time,ensemble_survival,MTE,RPD,surface,penalty,sim_mode,distance,W2,MMD
0.2,0.8799999952316284,1.5013791864568538,0.7980785327072123,paraboloid,baseline,learned_latent,0.4,,
0.5,0.6850000023841858,1.1934945879191379,0.5402700632617212,paraboloid,baseline,learned_latent,0.4,,
1.0,0.5099999904632568,0.9885191075942096,0.38488146614641483,paraboloid,baseline,learned_latent,0.4,1.8427643591917215,0.23069234192371368
2.0,0.29499998688697815,,,paraboloid,baseline,learned_latent,0.4,1.2402664427338779,0.13365133106708527
3.0,0.20499999821186066,,,paraboloid,baseline,learned_latent,0.4,2.3738432339316233,0.24968388676643372
4.0,0.1599999964237213,,,paraboloid,baseline,learned_latent,0.4,1.3768154628823566,0.2196590155363083
5.0,0.10499999672174454,,,paraboloid,baseline,learned_latent,0.4,0.7354451793389407,0.13232557475566864
0.1,0.9799999594688416,0.7823770484145807,0.5414171540720546,paraboloid,baseline,learned_ambient,0.4,,
0.2,0.8799999952316284,1.0605088147250088,0.5637278886063222,paraboloid,baseline,learned_ambient,0.4,,
0.5,0.6850000023841858,1.114665233305771,0.5045856614764574,paraboloid,baseline,learned_ambient,0.4,,
1.0,0.5099999904632568,1.2126541885675168,0.47214881173146767,paraboloid,baseline,learned_ambient,0.4,2.462254886874619,0.12761761248111725
2.0,0.29499998688697815,,,paraboloid,baseline,learned_ambient,0.4,3.0410904651499533,0.16443736851215363
3.0,0.20499999821186066,,,paraboloid,baseline,learned_ambient,0.4,4.241414511807691,0.24813048541545868
4.0,0.1599999964237213,,,paraboloid,baseline,learned_ambient,0.4,7.535469794955496,0.2555668354034424
5.0,0.10499999672174454,,,paraboloid,baseline,learned_ambient,0.4,49199121825860.16,0.22950361669063568
0.1,0.9799999594688416,1.3402236627072703,0.9274557360206334,paraboloid,T,learned_latent,0.4,,
