time,ensemble_survival,MTE,RPD,surface,penalty,sim_mode,W2,MMD
0.5,0.9149999618530273,0.3711144285775273,0.2612711562552,hyperbolic_paraboloid,T+K,learned_ambient,,
1.0,0.8050000071525574,0.6626757509219721,0.3558022600109472,hyperbolic_paraboloid,T+K,learned_ambient,1.813717150666816,0.09093443304300308
2.0,0.5249999761581421,,,hyperbolic_paraboloid,T+K,learned_ambient,6.122283202029259,0.24437440931797028
3.0,0.32999998331069946,,,hyperbolic_paraboloid,T+K,learned_ambient,10.407383122193112,0.28278735280036926
4.0,0.22499999403953552,,,hyperbolic_paraboloid,T+K,learned_ambient,43.34690662442297,0.38268759846687317
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T+K,learned_ambient,48.614412790000195,0.44210314750671387
0.1,1.0,0.1429466724395752,0.1909504654873311,hyperbolic_paraboloid,T+F,learned_latent,,
0.2,0.9799999594688416,0.24146342764095385,0.23229545365540613,hyperbolic_paraboloid,T+F,learned_latent,,
0.5,0.9149999618530273,0.2831995812921576,0.1993775406113948,hyperbolic_paraboloid,T+F,learned_latent,,
1.0,0.8050000071525574,0.48391316099936915,0.25982148296971597,hyperbolic_paraboloid,T+F,learned_latent,1.2181001832206897,0.10241459310054779
2.0,0.5249999761581421,,,hyperbolic_paraboloid,T+F,learned_latent,1.1138175764695304,0.1279962956905365
3.0,0.32999998331069946,,,hyperbolic_paraboloid,T+F,learned_latent,0.9370904334110486,0.13267870247364044
4.0,0.22499999403953552,,,hyperbolic_paraboloid,T+F,learned_latent,1.2490884051486397,0.08758900314569473
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T+F,learned_latent,0.6165430172430697,0.09694258123636246
0.1,1.0,0.09796672821044922,0.13086553212327243,hyperbolic_paraboloid,T+F,learned_ambient,,
0.2,0.9799999594688416,0.1770087261589206,0.1702879924540509,hyperbolic_paraboloid,T+F,learned_ambient,,
0.5,0.9149999618530273,0.2730348097170637,0.1922213606895463,hyperbolic_paraboloid,T+F,learned_ambient,,
1.0,0.8050000071525574,,,hyperbolic_paraboloid,T+F,learned_ambient,2.3806229676634536,0.08082713931798935
2.0,0.5249999761581421,,,hyperbolic_paraboloid,T+F,learned_ambient,7.688263161097187,0.23752863705158234
3.0,0.32999998331069946,,,hyperbolic_paraboloid,T+F,learned_ambient,16.079477105564056,0.26131966710090637
4.0,0.22499999403953552,,,hyperbolic_paraboloid,T+F,learned_ambient,59.94572457533048,0.3392040431499481
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T+F,learned_ambient,27.397290047627795,0.3800067603588104
0.1,1.0,0.13867391586303712,0.18524284849086772,hyperbolic_paraboloid,T+F+K,learned_latent,,
0.2,0.9799999594688416,0.2392416000366211,0.2301579852348881,hyperbolic_paraboloid,T+F+K,learned_latent,,
0.5,0.9149999618530273,0.28539382434282146,0.2009223267334254,hyperbolic_paraboloid,T+F+K,learned_latent,,
1.0,0.8050000071525574,0.48790300262640723,0.2619636990776856,hyperbolic_paraboloid,T+F+K,learned_latent,1.2140031405215725,0.10842373222112656
2.0,0.5249999761581421,,,hyperbolic_paraboloid,T+F+K,learned_latent,1.1673275796502618,0.14589440822601318
3.0,0.32999998331069946,,,hyperbolic_paraboloid,T+F+K,learned_latent,1.024469245344835,0.15006369352340698
4.0,0.22499999403953552,,,hyperbolic_paraboloid,T+F+K,learned_latent,1.2767851238595256,0.09536684304475784
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T+F+K,learned_latent,0.651612475820469,0.1023150235414505
0.1,1.0,0.09514951705932617,0.12710225613018877,hyperbolic_paraboloid,T+F+K,learned_ambient,,
0.2,0.9799999594688416,0.18106252319958746,0.1741878734082337,hyperbolic_paraboloid,T+F+K,learned_ambient,,
0.5,0.9149999618530273,0.30844818698903903,0.21715300795051432,hyperbolic_paraboloid,T+F+K,learned_ambient,,
1.0,0.8050000071525574,,,hyperbolic_paraboloid,T+F+K,learned_ambient,2.081637102690004,0.07584801316261292
2.0,0.5249999761581421,,,hyperbolic_paraboloid,T+F+K,learned_ambient,4.599327536826502,0.23312297463417053
3.0,0.32999998331069946,,,hyperbolic_paraboloid,T+F+K,learned_ambient,7.562275895974261,0.27938029170036316
4.0,0.22499999403953552,,,hyperbolic_paraboloid,T+F+K,learned_ambient,9.800679603184703,0.358188658952713
5.0,0.1599999964237213,,,hyperbolic_paraboloid,T+F+K,learned_ambient,11.103199140505758,0.39479103684425354
0.1,1.0,0.07870939731597901,0.13031364856808927,sinusoidal,baseline,learned_latent,,
0.2,0.9799999594688416,0.1237753167444346,0.15328136629367056,sinusoidal,baseline,learned_latent,,
0.5,0.9149999618530273,0.1312470566379568,0.112750917068976,sinusoidal,baseline,learned_latent,,
1.0,0.8050000071525574,0.17713406959675854,0.11995639114452283,sinusoidal,baseline,learned_latent,0.3778352167824392,0.056122612208127975
2.0,0.5249999761581421,,,sinusoidal,baseline,learned_latent,0.4375491773528839,0.08347895741462708
3.0,0.32999998331069946,,,sinusoidal,baseline,learned_latent,0.4652097202647801,0.07466074079275131
4.0,0.22499999403953552,,,sinusoidal,baseline,learned_latent,0.35914954494098045,0.052936308085918427
5.0,0.1599999964237213,,,sinusoidal,baseline,learned_latent,0.253917907254673,0.05631663277745247
0.1,1.0,0.06361756324768067,0.10532715358669667,sinusoidal,baseline,learned_ambient,,
