surface,config,seed,ae_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0,E_mu_held,drift_loss_final
paraboloid,T+F,5042,0.01481475681066513,1.114667205810547,2.1521905058173725,2.8230903974545547,2.092967671734689,1.3257378693816821,2.0130710760034156,0.24934084713459015,0.7649999856948853,0.26499998569488525,0.17936313152313232,0.015080425888299942
paraboloid,T+F+S,5042,0.01481475681066513,1.1062434387207032,2.07871336578041,2.5599349277471406,1.9302135788457635,1.056548107874425,1.7282628733318222,0.2425212413072586,0.7649999856948853,0.26499998569488525,0.38867196440696716,0.376222163438797
paraboloid,T+F,6042,0.011599479243159294,1.0121896362304688,2.013655482700893,2.348692384484696,1.3113977123422904,0.7940510212014601,1.2088997687404741,0.164629727602005,0.7299999594688416,0.3050000071525574,0.10971184819936752,0.016779355704784393
paraboloid,T+F+S,6042,0.011599479243159294,0.9899580383300781,1.9398304966517856,2.168984191058433,1.5021805843711193,0.7011761216065135,1.0952569226856,0.2356095016002655,0.7299999594688416,0.3050000071525574,0.33711180090904236,0.5788460373878479
paraboloid,T+F,7042,0.00966715533286333,1.1278280133578047,1.9399606027910787,2.5069131290211395,1.2110686311964551,0.7951325725426102,1.5308346221903464,0.11876481771469116,0.7649999856948853,0.26999998092651367,0.04988179728388786,0.008934816345572472
paraboloid,T+F+S,7042,0.00966715533286333,1.122817073036079,1.9128946283812165,2.3587024165134802,1.0814187097140064,0.6677821192164867,1.3096468966797963,0.09156738221645355,0.7649999856948853,0.26999998092651367,0.1247023269534111,0.14086532592773438
paraboloid,T+F,8042,0.0026207934133708477,0.8477835845947266,1.6074988182554855,1.9911986536949686,1.076792842328427,0.916929327006917,0.8902191633985377,0.1331070363521576,0.7949999570846558,0.29999998211860657,0.07088971138000488,0.028850950300693512
paraboloid,T+F+S,8042,0.0026207934133708477,0.8477922821044922,1.5620383404670877,1.9585045388659592,0.9834725441359236,0.8164841353723334,0.8654609647997029,0.10870044678449631,0.7949999570846558,0.29999998211860657,0.21205298602581024,0.2617657780647278
paraboloid,T+F,9042,0.03172063082456589,1.1068124389648437,2.1099963579021517,2.7722240247224508,1.7348715134047497,1.5249309285955204,2.3471683649156416,0.29360222816467285,0.7599999904632568,0.3199999928474426,0.07589616626501083,0.022318977862596512
paraboloid,T+F+S,9042,0.03172063082456589,1.0954139709472657,1.9411447660519126,2.398895263671875,1.2614315508271123,1.2040288955470684,1.743996430814947,0.20877605676651,0.7599999904632568,0.3199999928474426,0.17436951398849487,0.2878057062625885
hyperbolic_paraboloid,T+F,42,0.27778154611587524,0.9898771667480468,2.5830449643342392,3.9598947163500817,2.7638970277113395,1.7665971869623092,2.930399605355569,0.32595524191856384,0.7649999856948853,0.23999999463558197,1.1045951843261719,0.7058830261230469
hyperbolic_paraboloid,T+F+S,42,0.27778154611587524,0.8479167175292969,1.891312143077021,2.859183118234273,1.7637471513673961,1.0800957329451848,1.873477490004664,0.291052907705307,0.7649999856948853,0.23999999463558197,1.1806429624557495,7.851625442504883
hyperbolic_paraboloid,T+F,1042,0.001735290396027267,0.9942123949827262,1.8430620465959822,2.4270858764648438,1.1211174515376068,0.8244816543165444,1.4316161007120842,0.16957038640975952,0.7199999690055847,0.26499998569488525,0.023005500435829163,0.008135414682328701
hyperbolic_paraboloid,T+F+S,1042,0.001735290396027267,0.9891724706295147,1.8225523158482142,2.425432629055447,1.1599781957909605,0.8450418065753544,1.2958120142682719,0.1887034922838211,0.7199999690055847,0.26499998569488525,0.08951005339622498,0.1944195032119751
