surface,D,dynamics,condition,seed,recon,tangent,E_mu,E_Sigma,sigma_min_p5,sigma_min_median,stage2_loss,stage3_loss,E_drift,E_b,E_Lambda
paraboloid,11,mb,C,8042,0.0027889565310694957,0.44604480266571045,1.581162452697754,0.20678772032260895,14.41142749786377,14.453567504882812,0.7285763706479754,0.0019452739008037107,2.1985666751861572,5.118869304656982,0.20800423622131348
paraboloid,11,mb,T+F,8042,2.3530961098830714e-08,1.0008086974266917e-05,3.7050165701657534e-05,2.5250865292036906e-06,1.1801459789276123,1.2787048816680908,0.0002860143161212493,3.591503039095707e-07,0.006543027237057686,0.006844121962785721,2.5870926037896425e-05
paraboloid,11,mb,ATLAS,9042,5.682342452928424e-05,0.0009093202534131706,0.4496694505214691,0.00018696399638429284,,,0.08776088804006577,1.6019350368878804e-05,,0.4496694505214691,0.0007455414161086082
paraboloid,11,mb,baseline,9042,3.619827938647094e-06,0.0014135525561869144,0.004430515691637993,0.00023982152924872935,1.1105858087539673,1.1741814613342285,0.0005383310573441642,1.196060371252575e-05,0.01530740037560463,0.0331270694732666,0.0004991534515284002
paraboloid,11,mb,T,9042,8.266898393313485e-07,6.978265901125269e-06,3.0392171538551338e-05,2.1603416371362982e-06,0.9976086616516113,1.0520131587982178,0.0002335206206355776,4.572967051379757e-07,0.008751362562179565,0.013336099684238434,2.4120665329974145e-05
paraboloid,11,mb,F,9042,5.245656410062855e-05,0.014721464365720749,0.04121103137731552,0.0032742866314947605,1.3210588693618774,1.3996063470840454,0.0022895905089431574,0.00011930630405134122,0.0157511867582798,0.0862850621342659,0.004997841082513332
paraboloid,11,mb,C,9042,0.0028995394029400563,0.4264891445636749,1.5973803997039795,0.18296906352043152,12.925384521484375,12.979151725769043,0.9802509546279907,0.0019034160567181452,2.4378466606140137,5.4030327796936035,0.18458476662635803
paraboloid,11,mb,T+F,9042,1.5928515040286584e-07,1.3695560483029112e-05,7.664726581424475e-05,4.090323727723444e-06,1.197204828262329,1.275776982307434,0.0006005467647420508,2.408991670271072e-07,0.008743609301745892,0.008960568346083164,1.528380198578816e-05
hyperbolic_paraboloid,11,mb,ATLAS,42,3.577080629342659e-05,0.0009913548128679395,0.40515321493148804,0.00024477363331243396,,,0.07182195782661438,1.698607229627669e-05,,0.40515321493148804,0.000666219973936677
hyperbolic_paraboloid,11,mb,baseline,42,1.0075172626371073e-05,0.0040377359837293625,0.008477579802274704,0.0008133924566209316,1.089269995689392,1.1532052755355835,0.0020833518356084824,3.117286308094792e-05,0.020465724170207977,0.053007982671260834,0.0016663620481267571
hyperbolic_paraboloid,11,mb,T,42,3.980377765732225e-06,1.040537426888477e-05,8.131371578201652e-05,3.5210937312513124e-06,1.1331474781036377,1.2667096853256226,0.0010444071958772838,4.533574562109217e-07,0.017139706760644913,0.030417902395129204,2.8878437660750933e-05
hyperbolic_paraboloid,11,mb,F,42,4.8847509209405295e-05,0.014993305318057537,0.03749031201004982,0.0030913075897842646,1.3468551635742188,1.4385497570037842,0.009500771960509675,9.534882285931547e-05,0.04292146861553192,0.1571357399225235,0.004338255152106285
hyperbolic_paraboloid,11,mb,C,42,6.270385347306728e-05,0.017516430467367172,0.039846569299697876,0.0031259185634553432,12.635623931884766,13.887496948242188,0.7605362279074532,0.00013673856405408254,2.6385622024536133,3.46309757232666,0.006027211435139179
hyperbolic_paraboloid,11,mb,T+F,42,2.6110711814908427e-08,7.725858267804142e-06,4.209770486340858e-05,2.5733638722158503e-06,1.2419439554214478,1.2978086471557617,0.00018234951026637906,1.5892415510571872e-07,0.007860307581722736,0.0076331268064677715,1.179619812319288e-05
hyperbolic_paraboloid,11,mb,ATLAS,1042,3.374314242550595e-05,0.0010570914018899202,0.4202563762664795,0.00027007347671315074,,,0.11480321735143661,1.6920601410674863e-05,,0.4202563762664795,0.0009228457929566503
hyperbolic_paraboloid,11,mb,baseline,1042,2.3392868487545373e-06,0.0011263906490057707,0.003413725644350052,0.00023114641953725368,1.148449420928955,1.2098063230514526,0.0006841527397877403,7.932157781656965e-06,0.014111245982348919,0.028987057507038116,0.00033827556762844324
hyperbolic_paraboloid,11,mb,T,1042,1.371903718708464e-06,8.951430572778918e-06,5.722242349293083e-05,2.8135732463852037e-06,1.2164480686187744,1.2495777606964111,0.0006762808729295752,2.2189430280507493e-07,0.010240169242024422,0.01217232272028923,1.4625547009927686e-05
hyperbolic_paraboloid,11,mb,F,1042,4.569580249319022e-05,0.014571007341146469,0.03693043440580368,0.0027261239010840654,1.2150031328201294,1.3235533237457275,0.001423027615861169,8.55773884852949e-05,0.015409644693136215,0.06703254580497742,0.003471317933872342
hyperbolic_paraboloid,11,mb,C,1042,0.0028808682479641652,0.4375115931034088,1.2743792533874512,0.2011948823928833,11.238631248474121,11.439536094665527,0.5983297186238425,0.001940260923999761,2.558302640914917,7.604910373687744,0.2018624246120453
hyperbolic_paraboloid,11,mb,T+F,1042,2.8657377077417386e-08,6.87525289322366e-06,4.3894768168684095e-05,2.263773239974398e-06,1.309382677078247,1.3398902416229248,0.0010605351084710232,1.3603681838146387e-07,0.01368852611631155,0.014452098868787289,9.443812814424746e-06
hyperbolic_paraboloid,11,mb,ATLAS,2042,5.131762538274581e-05,0.001285383477807045,0.4134562015533447,0.0002634675765875727,,,0.07108013331890106,1.679951310507022e-05,,0.4134562015533447,0.0007984091062098742
hyperbolic_paraboloid,11,mb,baseline,2042,1.7603954554281451e-06,0.0006828886107541621,0.0019203429110348225,0.00011841845116578043,1.2223188877105713,1.2902270555496216,0.0006131826376076788,6.081049377826275e-06,0.013835995458066463,0.019637025892734528,0.00025638751685619354
hyperbolic_paraboloid,11,mb,T,2042,7.515722741531632e-07,7.716282198089175e-06,4.771118619828485e-05,2.420727014396107e-06,1.1730231046676636,1.1997970342636108,0.0007445490336976945,4.163191533734789e-07,0.008854944258928299,0.013575502671301365,2.8924756406922825e-05
hyperbolic_paraboloid,11,mb,F,2042,3.385598326779225e-05,0.009528165683150291,0.021302133798599243,0.0014626486226916313,1.2556389570236206,1.3474823236465454,0.0008007192643292781,6.094724968923921e-05,0.01669292151927948,0.05650543421506882,0.0019598640501499176
hyperbolic_paraboloid,11,mb,C,2042,0.0030297108671881938,0.43949633836746216,1.4046097993850708,0.1817396581172943,14.426122665405273,14.507189750671387,0.8273490241595677,0.0020782016051400986,3.516491174697876,8.205443382263184,0.1824667751789093
hyperbolic_paraboloid,11,mb,T+F,2042,4.020971935212649e-08,5.860986220795894e-06,4.205302684567869e-05,1.7972031400859123e-06,1.3745787143707275,1.3984566926956177,0.001230304578452238,8.723721427778791e-08,0.013879184611141682,0.012899314984679222,4.666493623517454e-06
